,title,release_date,budget,revenue,runtime,rating,vote_count,language
2118,Premonition,2/8/2007,20000000.0,84146832.0,96.0,5.8,381.0,English
2119,The Tigger Movie,2/11/2000,30000000.0,45554533.0,77.0,6.3,143.0,English
2120,Orphan,7/24/2009,20000000.0,41596251.0,123.0,6.7,1261.0,English
2121,Max,6/26/2015,20000000.0,43967255.0,111.0,6.8,276.0,English
2122,Epic Movie,1/25/2007,20000000.0,86865564.0,86.0,3.2,326.0,English
2123,Spotlight,11/6/2015,20000000.0,88346473.0,128.0,7.8,2686.0,English
2124,Lakeview Terrace,9/19/2008,20000000.0,27640028.0,110.0,5.9,292.0,English
2125,The Grudge 2,10/13/2006,20000000.0,39143839.0,102.0,5.2,283.0,English
2126,How Stella Got Her Groove Back,8/14/1998,20000000.0,37672350.0,124.0,6.0,24.0,English
2128,Man of the Year,10/9/2006,20000000.0,41237648.0,115.0,5.8,129.0,English
2129,The Black Hole,12/18/1979,20000000.0,35841901.0,98.0,6.1,131.0,English
2130,The American,8/31/2010,20000000.0,65464324.0,104.0,5.8,481.0,English
2131,Selena,3/21/1997,20000000.0,60000000.0,127.0,7.0,114.0,English
2132,Vampires Suck,8/18/2010,20000000.0,80547866.0,82.0,4.2,315.0,English
2133,Babel,9/8/2006,25000000.0,135330182.0,143.0,6.9,1055.0,English
2134,This Is Where I Leave You,9/10/2014,19800000.0,41296320.0,103.0,6.5,505.0,English
2135,Doubt,11/27/2008,20000000.0,50907234.0,104.0,7.0,435.0,English
2136,Team America: World Police,10/10/2004,32000000.0,50907422.0,98.0,6.6,660.0,English
2137,Texas Chainsaw 3D,1/3/2013,20000000.0,47241945.0,92.0,5.3,465.0,English
2139,Scary Movie 5,4/11/2013,20000000.0,78378744.0,86.0,4.6,793.0,English
2140,Paint Your Wagon,10/15/1969,20000000.0,31678778.0,158.0,6.2,63.0,English
2141,Milk,11/26/2008,20000000.0,54586584.0,128.0,7.1,612.0,English
2142,Risen,2/19/2016,20000000.0,46069568.0,107.0,5.7,295.0,English
2143,Ghost Ship,10/25/2002,35000000.0,68349884.0,91.0,5.3,531.0,English
2144,A Very Harold & Kumar Christmas,11/4/2011,19000000.0,35387212.0,108.0,6.0,328.0,English
2145,Wild Things,3/20/1998,20000000.0,67200000.0,108.0,6.3,444.0,English
2147,The Debt,4/11/2010,20000000.0,45636368.0,113.0,6.3,257.0,English
2148,High Fidelity,3/17/2000,30000000.0,47126295.0,113.0,7.0,628.0,English
2151,The Bank Job,2/28/2008,20000000.0,64822796.0,112.0,6.6,697.0,English
2152,Eternal Sunshine of the Spotless Mind,3/19/2004,20000000.0,72258126.0,108.0,7.9,3652.0,English
2153,You Again,9/24/2010,20000000.0,32005248.0,105.0,6.0,368.0,English
2154,Street Kings,4/10/2008,20000000.0,65569869.0,109.0,6.3,363.0,English
2155,The World's End,7/18/2013,20000000.0,46089287.0,109.0,6.7,1778.0,English
2157,Daybreakers,1/6/2009,20000000.0,51416464.0,98.0,6.0,634.0,English
2158,She's Out of My League,3/11/2010,20000000.0,49779728.0,104.0,5.9,525.0,English
2159,Monte Carlo,7/1/2011,20000000.0,17425000.0,109.0,6.0,593.0,English
2160,Stay Alive,3/24/2006,9000000.0,27105095.0,100.0,5.3,155.0,English
2162,Alpha and Omega,9/17/2010,20000000.0,39300000.0,88.0,5.3,124.0,English
2163,The Covenant,9/8/2006,20000000.0,37597471.0,97.0,5.2,288.0,English
2165,Shorts,8/21/2009,40000000.0,28972508.0,89.0,5.1,44.0,English
2166,To Die For,5/20/1995,20000000.0,21284514.0,106.0,6.7,175.0,English
2167,Nerve,7/27/2016,20000000.0,83707310.0,96.0,7.1,2181.0,English
2168,Appaloosa,9/12/2008,20000000.0,20211394.0,115.0,6.3,299.0,English
2170,Psycho,6/16/1960,806948.0,32000000.0,109.0,8.2,2320.0,English
2171,My Best Friend's Girl,9/19/2008,20000000.0,36620508.0,101.0,5.4,220.0,English
2172,Endless Love,2/12/2014,20000000.0,34077920.0,103.0,6.7,542.0,English
2174,Under the Rainbow,7/31/1981,20000000.0,2297493.0,98.0,4.9,7.0,English
2175,Ladyhawke,3/27/1985,20000000.0,18432000.0,121.0,6.8,260.0,English
2176,Simon Birch,9/11/1998,20000000.0,18253415.0,114.0,6.5,52.0,English
2177,Reign Over Me,3/23/2007,20000000.0,22222308.0,124.0,7.1,334.0,English
2178,Into the Wild,9/11/2007,15000000.0,56255142.0,148.0,7.8,3045.0,English
2179,School for Scoundrels,9/29/2006,20000000.0,17807569.0,100.0,5.6,111.0,English
2180,Silent Hill: Revelation 3D,10/10/2012,20000000.0,52302796.0,94.0,5.0,432.0,English
2181,From Dusk Till Dawn,1/19/1996,19000000.0,25836616.0,108.0,6.9,1603.0,English
2184,Kung Fu Hustle,2/10/2004,20000000.0,100914445.0,99.0,7.2,831.0,Chinese
2186,The Kite Runner,10/14/2007,20000000.0,73276047.0,128.0,7.3,394.0,English
2187,21 Grams,9/6/2003,20000000.0,60427839.0,124.0,7.2,918.0,English
2188,Paparazzi,9/3/2004,20000000.0,16605763.0,84.0,5.8,52.0,English
2189,A Guy Thing,1/17/2003,20000000.0,17432163.0,101.0,5.3,83.0,English
2191,Capitalism: A Love Story,9/6/2009,20000000.0,17436509.0,120.0,7.0,167.0,English
2192,The Greatest Story Ever Told,2/15/1965,20000000.0,15473333.0,199.0,6.5,41.0,English
2193,Secret in Their Eyes,10/14/2015,19500000.0,34854990.0,111.0,6.2,336.0,English
2194,Disaster Movie,8/29/2008,25000000.0,14109284.0,87.0,3.0,240.0,English
2195,Armored,12/4/2009,20000000.0,22942221.0,88.0,5.5,208.0,English
2196,The Man Who Knew Too Little,11/14/1997,20000000.0,13801755.0,97.0,6.5,125.0,English
2197,What's Your Number?,9/30/2011,20000000.0,30426096.0,106.0,6.2,671.0,English
2198,Lockout,4/12/2012,20000000.0,32204030.0,95.0,5.8,715.0,English
2200,Crank: High Voltage,4/16/2009,20000000.0,34560577.0,96.0,5.9,861.0,English
2202,One Night with the King,10/13/2006,20000000.0,13391174.0,123.0,6.1,12.0,English
2203,The Quiet American,11/22/2002,30000000.0,27674124.0,101.0,6.4,81.0,English
2204,The Weather Man,10/20/2005,20000000.0,12482775.0,101.0,6.0,289.0,English
2205,Undisputed,8/23/2002,20000000.0,12398628.0,96.0,6.1,139.0,English
2207,12 Rounds,3/19/2009,20000000.0,17280326.0,108.0,5.7,220.0,English
2208,Let Me In,10/1/2010,20000000.0,24145613.0,116.0,6.7,641.0,English
2212,Triple 9,2/19/2016,20000000.0,12639297.0,115.0,5.6,797.0,English
2213,Deconstructing Harry,8/26/1997,20000000.0,10686841.0,96.0,7.3,187.0,English
2215,Burnt,10/2/2015,20000000.0,36606743.0,100.0,6.3,950.0,English
2218,Death Sentence,8/31/2007,20000000.0,16974459.0,105.0,6.5,297.0,English
2222,Code Name: The Cleaner,1/5/2007,20000000.0,10337477.0,84.0,4.7,78.0,English
2223,Connie and Carla,4/16/2004,20000000.0,11341016.0,98.0,6.4,24.0,English
2224,Sweet Charity,1/1/1969,8000000.0,20000000.0,149.0,6.5,15.0,English
2225,Inherent Vice,12/25/2014,20000000.0,11110975.0,148.0,6.5,833.0,English
2227,Battle of the Year,9/21/2013,20000000.0,16549477.0,110.0,5.9,88.0,English
2228,An American Carol,10/3/2008,20000000.0,7000000.0,83.0,4.1,20.0,English
2229,Machete Kills,9/12/2013,12000000.0,15008161.0,107.0,5.3,631.0,English
2233,Little Boy,4/23/2015,20000000.0,6420319.0,106.0,7.0,185.0,English
2234,A Dangerous Method,9/30/2011,15000000.0,27462041.0,99.0,6.2,571.0,English
2235,A Scanner Darkly,5/25/2006,8700000.0,7659918.0,100.0,6.8,532.0,English
2237,Alone in the Dark,1/28/2005,20000000.0,10442808.0,96.0,3.1,173.0,English
2238,Bandslam,8/6/2009,20000000.0,5210988.0,111.0,5.4,126.0,English
2240,A Most Violent Year,12/30/2014,20000000.0,12007070.0,125.0,6.5,546.0,English
2243,I'm Not There.,10/1/2007,20000000.0,4001121.0,135.0,6.6,195.0,English
2244,The Cold Light of Day,4/4/2012,20000000.0,16863583.0,93.0,4.8,271.0,English
2245,The Brothers Bloom,9/9/2008,20000000.0,5530764.0,114.0,6.8,203.0,English
2247,Princess Mononoke,7/12/1997,26500000.0,159375308.0,134.0,8.2,1983.0,Japanese
2250,The Proposition,10/6/2005,2000000.0,5048693.0,104.0,7.1,218.0,English
2252,Marci X,8/22/2003,20000000.0,1675706.0,84.0,3.3,12.0,English
2253,Equilibrium,12/6/2002,20000000.0,5359645.0,107.0,6.9,1552.0,English
2254,The Children of Huang Shi,7/3/2008,40000000.0,7400000.0,125.0,6.5,52.0,Chinese
2257,By the Sea,11/12/2015,10000000.0,3727746.0,122.0,5.4,156.0,English
2261,Rapa Nui,9/9/1994,20000000.0,305070.0,107.0,6.2,33.0,English
2264,Dylan Dog: Dead of Night,3/16/2011,20000000.0,4634062.0,107.0,4.5,139.0,English
2266,The Tempest,12/10/2010,20000000.0,346594.0,110.0,6.0,31.0,English
2275,The Frozen Ground,7/18/2013,27220000.0,5496951.0,105.0,6.1,465.0,English
2278,Dances with Wolves,11/9/1990,22000000.0,424208848.0,181.0,7.6,1046.0,English
2279,Bad Teacher,5/16/2011,20000000.0,216197492.0,92.0,5.4,1584.0,English
2280,Sea of Love,9/15/1989,19000000.0,110879513.0,113.0,6.7,141.0,English
2281,A Cinderella Story,7/10/2004,19000000.0,70067909.0,95.0,6.1,713.0,English
2282,Scream,12/20/1996,14000000.0,173046663.0,111.0,7.0,1476.0,English
2284,The Shining,5/22/1980,19000000.0,44017374.0,144.0,8.1,3757.0,English
2285,Back to the Future,7/3/1985,19000000.0,381109762.0,116.0,8.0,6079.0,English
2286,House on Haunted Hill,10/29/1999,19000000.0,40846082.0,93.0,5.5,209.0,English
2289,The Switch,5/11/2010,19000000.0,49830607.0,101.0,5.9,583.0,English
2290,Just Married,1/9/2003,18000000.0,101564935.0,95.0,5.3,404.0,English
2291,The Devil's Double,2/11/2011,19100000.0,5728213.0,109.0,6.5,208.0,English
2293,The Crazies,2/26/2010,20000000.0,54956140.0,101.0,6.2,633.0,English
2294,Spirited Away,7/20/2001,15000000.0,274925095.0,125.0,8.3,3840.0,Japanese
2296,The Bounty,5/4/1984,25000000.0,8613462.0,132.0,6.5,108.0,English
2298,Sex Drive,10/16/2008,19000000.0,18755936.0,109.0,6.0,342.0,English
2299,Leap Year,1/8/2010,19000000.0,29922472.0,100.0,6.4,465.0,English
2300,The Fall of the Roman Empire,3/24/1964,19000000.0,4750000.0,188.0,6.0,33.0,English
2301,Take Me Home Tonight,3/4/2011,19000000.0,6928068.0,97.0,6.2,208.0,English
2303,The Nutcracker,11/24/1993,19000000.0,2119994.0,93.0,5.6,5.0,English
2306,The Amityville Horror,4/15/2005,19000000.0,108047131.0,90.0,6.0,588.0,English
2307,Adaptation.,12/6/2002,19000000.0,32801173.0,114.0,7.3,638.0,English
2308,Land of the Dead,6/24/2005,15000000.0,46770602.0,93.0,6.0,381.0,English
2310,Fear and Loathing in Las Vegas,5/22/1998,18500000.0,10680275.0,118.0,7.2,1301.0,English
2311,The Invention of Lying,9/13/2009,18500000.0,31912793.0,100.0,6.0,518.0,English
2312,Neighbors,5/8/2014,18000000.0,268157400.0,96.0,6.2,2713.0,English
2313,The Mask,7/29/1994,23000000.0,351583407.0,101.0,6.6,2472.0,English
2314,Big,6/3/1988,18000000.0,151668774.0,104.0,6.9,993.0,English
2315,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,11/1/2006,18000000.0,261572744.0,82.0,6.5,1579.0,English
2316,Legally Blonde,7/13/2001,18000000.0,141774679.0,96.0,6.1,882.0,English
2317,Star Trek III: The Search for Spock,5/31/1984,18000000.0,87000000.0,105.0,6.4,434.0,English
2318,The Exorcism of Emily Rose,9/9/2005,19000000.0,144216468.0,122.0,6.3,659.0,English
2319,Deuce Bigalow: Male Gigolo,12/10/1999,17000000.0,65535067.0,88.0,5.5,308.0,English
2320,Left Behind,10/3/2014,16000000.0,19682924.0,110.0,3.7,392.0,English
2322,Barbershop 2:  Back in Business,1/20/2004,18000000.0,65070412.0,106.0,5.6,74.0,English
2323,Bad Santa,11/26/2003,23000000.0,76488889.0,91.0,6.5,656.0,English
2324,Austin Powers: International Man of Mystery,5/2/1997,16500000.0,67683989.0,94.0,6.5,1013.0,English
2325,My Big Fat Greek Wedding 2,3/23/2016,18000000.0,88923251.0,94.0,5.5,322.0,English
2326,Diary of a Wimpy Kid: Rodrick Rules,3/25/2011,21000000.0,72417394.0,99.0,6.3,238.0,English
2327,Predator,6/11/1987,18000000.0,98235548.0,107.0,7.3,2093.0,English
2328,Amadeus,10/26/1984,18000000.0,51973029.0,160.0,7.8,1076.0,English
2330,Mean Girls,4/30/2004,17000000.0,129042871.0,97.0,6.9,2320.0,English
2332,Gosford Park,11/7/2001,19800000.0,87754044.0,137.0,6.8,246.0,English
2333,Peggy Sue Got Married,10/5/1986,18000000.0,41382841.0,103.0,5.9,136.0,English
2334,Birdman,8/27/2014,18000000.0,103215094.0,119.0,7.4,4535.0,English
2335,Blue Jasmine,7/25/2013,18000000.0,99206215.0,98.0,7.0,1098.0,English
2336,United 93,4/28/2006,15000000.0,76286096.0,111.0,6.9,367.0,English
2337,Honey,11/24/2003,18000000.0,62646763.0,94.0,6.0,303.0,English
2339,The Fog,2/8/1980,1000000.0,21378361.0,89.0,6.4,311.0,English
2340,Soul Surfer,4/8/2011,18000000.0,47088990.0,106.0,6.9,342.0,English
2341,Catch-22,6/24/1970,18000000.0,24911670.0,121.0,6.7,72.0,English
2343,Conan the Destroyer,6/29/1984,18000000.0,100000000.0,103.0,5.8,383.0,English
2344,Raging Bull,11/14/1980,18000000.0,23000000.0,129.0,7.7,938.0,English
2345,Love Happens,9/18/2009,18000000.0,36133014.0,109.0,5.6,180.0,English
2348,127 Hours,11/5/2010,18000000.0,35692920.0,94.0,7.0,2606.0,English
2350,Center Stage,5/12/2000,18000000.0,17200925.0,115.0,6.8,90.0,English
2351,Love the Coopers,11/12/2015,17000000.0,24000000.0,107.0,5.4,167.0,English
2352,Catch That Kid,2/6/2004,18000000.0,16702864.0,92.0,4.9,76.0,English
2354,Steve Jobs,10/9/2015,30000000.0,34441873.0,122.0,6.8,1573.0,English
2357,The Legend of the Lone Ranger,8/20/1981,18000000.0,2945600.0,98.0,3.7,14.0,English
2358,The Tailor of Panama,2/11/2001,21000000.0,28008462.0,109.0,6.2,92.0,English
2359,Blow Out,7/24/1981,18000000.0,12000000.0,108.0,7.3,236.0,English
2360,Getaway,8/29/2013,18000000.0,10501938.0,90.0,4.9,246.0,English
2361,The Ice Storm,9/27/1997,18000000.0,8038061.0,112.0,6.9,176.0,English
2362,And So It Goes,7/20/2014,18000000.0,25312387.0,94.0,5.7,164.0,English
2365,Nine 1/2 Weeks,2/14/1986,17000000.0,6735922.0,117.0,5.8,177.0,English
2366,Dragonslayer,6/26/1981,18000000.0,14110013.0,108.0,6.5,67.0,English
2368,Ed Wood,9/27/1994,18000000.0,5887457.0,127.0,7.3,630.0,English
2369,Labor Day,12/27/2013,18000000.0,20275812.0,111.0,6.7,299.0,English
2370,Mongol: The Rise of Genghis Khan,9/20/2007,18000000.0,26527510.0,120.0,6.5,158.0,Russian
2371,RockNRolla,9/4/2008,18000000.0,25739015.0,114.0,6.9,836.0,English
2374,Mao's Last Dancer,10/1/2009,25000000.0,20719451.0,117.0,6.8,28.0,English
2375,Midnight Special,2/18/2016,18000000.0,6212282.0,112.0,6.2,694.0,English
2377,The Railway Man,12/26/2013,18000000.0,22309223.0,116.0,6.7,273.0,English
2380,The Wraith,11/21/1986,2700000.0,3500000.0,93.0,5.9,108.0,English
2381,Salton Sea,1/1/2002,18000000.0,676698.0,103.0,7.0,104.0,English
2382,Metallica: Through the Never,9/25/2013,18000000.0,7972967.0,93.0,6.7,83.0,English
2383,The Informers,11/5/2008,18000000.0,382174.0,98.0,4.4,60.0,English
2384,Carlos,5/19/2010,18000000.0,871279.0,338.0,6.7,50.0,English
2387,Day of the Dead,7/19/1985,3500000.0,34000000.0,96.0,6.9,270.0,English
2389,Renaissance,3/16/2006,18000000.0,1831348.0,105.0,6.7,77.0,French
2390,Red Sonja,4/9/1985,17900000.0,6948633.0,89.0,5.0,206.0,English
2391,Red Lights,3/2/2012,14000000.0,13551174.0,119.0,6.0,376.0,English
2392,Superbad,8/17/2007,20000000.0,121463226.0,113.0,7.0,2100.0,English
2395,Step Up 2: The Streets,2/14/2008,23000000.0,150816700.0,98.0,6.5,640.0,English
2396,Hoodwinked!,12/16/2005,15000000.0,51053787.0,80.0,5.9,479.0,English
2397,Hotel Rwanda,9/11/2004,17500000.0,38000000.0,121.0,7.5,793.0,English
2398,Hitman,11/21/2007,24000000.0,99965753.0,89.0,5.9,966.0,English
2399,Black Nativity,11/27/2013,17500000.0,7018189.0,93.0,5.8,16.0,English
2400,The Prince,8/22/2014,18000000.0,266586800.0,93.0,4.6,218.0,English
2403,Aliens,7/18/1986,18500000.0,183316455.0,137.0,7.7,3220.0,English
2404,My Fair Lady,10/21/1964,17000000.0,72070731.0,170.0,7.4,352.0,English
2405,I Know What You Did Last Summer,10/17/1997,17000000.0,125586134.0,100.0,5.6,687.0,English
2406,Let's Be Cops,8/13/2014,17000000.0,136621271.0,104.0,6.4,1219.0,English
2407,Sideways,10/22/2004,16000000.0,109502303.0,126.0,6.9,478.0,English
2408,Beerfest,8/25/2006,17500000.0,19179969.0,110.0,5.8,172.0,English
2409,Halloween,10/25/1978,300000.0,70000000.0,91.0,7.4,1035.0,English
2411,The Best Man Holiday,11/15/2013,17000000.0,71625195.0,123.0,6.7,110.0,English
2412,Smokin' Aces,12/9/2006,17000000.0,57103895.0,109.0,6.4,534.0,English
2413,Saw: The Final Chapter,10/21/2010,20000000.0,136150434.0,90.0,5.8,730.0,English
2415,A Night at the Roxbury,10/1/1998,17000000.0,30331165.0,81.0,5.9,198.0,English
2416,Beastly,1/21/2011,17000000.0,43165571.0,86.0,6.0,849.0,English
2417,The Hills Have Eyes,3/10/2006,15000000.0,69623713.0,107.0,6.1,705.0,English
2421,ATL,3/31/2006,20000000.0,21170563.0,105.0,6.0,32.0,English
2422,Pitch Perfect,9/28/2012,17000000.0,115350426.0,112.0,7.3,2247.0,English
2423,Summer Catch,8/22/2001,34000000.0,19693891.0,108.0,4.8,63.0,English
2428,Brooklyn's Finest,1/16/2009,17000000.0,29536299.0,133.0,6.2,293.0,English
2429,55 Days at Peking,5/6/1963,17000000.0,10000000.0,154.0,6.3,36.0,English
2430,Evil Dead,4/5/2013,17000000.0,97542952.0,91.0,6.4,1723.0,English
2431,My Life in Ruins,2/6/2009,17000000.0,20455276.0,95.0,5.6,101.0,English
2432,American Dreamz,3/4/2006,17000000.0,7314027.0,107.0,4.9,95.0,English
2433,Superman IV: The Quest for Peace,7/23/1987,17000000.0,19300000.0,90.0,4.1,318.0,English
2435,Running Scared,1/6/2006,17000000.0,9500000.0,122.0,7.0,331.0,English
2438,The Illusionist,8/18/2006,40000000.0,86915017.0,110.0,7.1,1615.0,English
2439,Roar,11/12/1981,17000000.0,2000000.0,102.0,5.6,19.0,English
2440,Veronica Guerin,7/11/2003,17000000.0,1569918.0,98.0,6.8,59.0,English
2441,Escobar: Paradise Lost,10/11/2014,17000000.0,3758328.0,120.0,6.1,271.0,English
2442,Southland Tales,5/15/2006,17000000.0,374743.0,144.0,5.2,153.0,English
2444,Damnation Alley,9/10/1977,17000000.0,8720000.0,91.0,5.0,27.0,English
2445,The Apparition,8/23/2012,17000000.0,9627492.0,82.0,4.5,140.0,English
2447,Fur: An Imaginary Portrait of Diane Arbus,8/30/2006,16800000.0,2281089.0,122.0,5.8,73.0,English
2448,Wall Street,12/10/1987,15000000.0,43848069.0,126.0,7.0,546.0,English
2449,Sense and Sensibility,12/13/1995,16500000.0,135000000.0,136.0,7.2,352.0,English
2450,Becoming Jane,3/2/2007,16500000.0,37311672.0,120.0,6.9,317.0,English
2451,Sydney White,9/21/2007,16500000.0,13620075.0,108.0,6.0,236.0,English
2452,House of Sand and Fog,12/19/2003,16500000.0,16942795.0,126.0,7.0,199.0,English
2453,Dead Poets Society,6/2/1989,16400000.0,235860116.0,129.0,8.1,2705.0,English
2454,Dumb and Dumber,12/16/1994,16000000.0,247275374.0,107.0,6.5,1859.0,English
2455,When Harry Met Sally...,7/21/1989,16000000.0,92823546.0,96.0,7.3,950.0,English
2456,The Verdict,12/8/1982,16000000.0,53977250.0,129.0,7.4,131.0,English
2457,Road Trip,5/19/2000,16000000.0,119754278.0,93.0,5.9,542.0,English
2459,The Artist,5/15/2011,15000000.0,133432856.0,100.0,7.3,1049.0,English
2460,The Unborn,1/9/2009,16000000.0,76514050.0,87.0,4.8,365.0,English
2461,Moonrise Kingdom,5/16/2012,16000000.0,68263166.0,94.0,7.6,1662.0,English
2463,The Young Messiah,3/10/2016,18500000.0,6490401.0,120.0,6.4,30.0,English
2465,Pan's Labyrinth,5/27/2006,19000000.0,83258226.0,118.0,7.6,3041.0,Spanish
2467,Baby Boy,6/27/2001,16000000.0,29381649.0,130.0,7.4,55.0,English
2468,The Roommate,2/4/2011,16000000.0,40492759.0,91.0,5.3,224.0,English
2469,Joe Dirt,4/10/2001,17700000.0,30987695.0,91.0,5.5,242.0,English
2470,Double Impact,8/10/1991,15000000.0,30102717.0,110.0,5.3,215.0,English
2471,Hot Fuzz,2/14/2007,12000000.0,80573774.0,121.0,7.4,2199.0,English
2472,The Women,9/12/2008,16000000.0,50007546.0,114.0,4.6,96.0,English
2473,Vicky Cristina Barcelona,8/15/2008,15000000.0,96408652.0,96.0,6.7,1020.0,English
2475,Boys and Girls,6/16/2000,16000000.0,20627372.0,94.0,5.4,103.0,English
2477,Jennifer's Body,9/18/2009,16000000.0,31556061.0,100.0,5.3,837.0,English
2478,Drowning Mona,3/3/2000,16000000.0,15427192.0,96.0,5.4,43.0,English
2482,My Stepmother is an Alien,12/9/1988,20000000.0,13854000.0,108.0,5.3,131.0,English
2483,Philadelphia,12/22/1993,26000000.0,206678440.0,125.0,7.6,988.0,English
2484,The Thirteenth Floor,4/16/1999,16000000.0,18564088.0,100.0,6.8,378.0,English
2485,The Cookout,9/3/2004,16000000.0,12.0,97.0,4.6,10.0,English
2489,Detroit Rock City,8/13/1999,6500000.0,4217115.0,95.0,6.7,100.0,English
2490,Highlander,3/7/1986,16000000.0,5900000.0,116.0,6.8,624.0,English
2491,Things We Lost in the Fire,9/26/2007,16000000.0,2849142.0,113.0,6.7,90.0,English
2492,Steel,8/15/1997,16000000.0,1686429.0,97.0,4.3,48.0,English
2493,The Immigrant,7/3/2013,16000000.0,5867686.0,117.0,6.2,250.0,English
2495,Trance,3/27/2013,20000000.0,24261569.0,101.0,6.5,956.0,English
2496,Soul Plane,5/28/2004,16000000.0,14822346.0,86.0,4.7,108.0,English
2497,Welcome to the Sticks,1/9/2008,11000000.0,53191886.0,106.0,6.8,615.0,French
2499,Enter the Void,5/5/2009,13000000.0,754249.0,161.0,7.2,387.0,English
2501,Hachi: A Dog's Tale,6/13/2009,16000000.0,47801389.0,93.0,7.7,1717.0,English
2503,The Homesman,5/18/2014,16000000.0,3442853.0,122.0,6.4,258.0,English
2507,Slow Burn,9/12/2005,15500000.0,1237615.0,93.0,5.5,16.0,English
2510,Beverly Hills Cop,11/29/1984,15000000.0,316360478.0,105.0,6.8,961.0,English
2511,Home Alone,11/9/1990,18000000.0,476684675.0,103.0,7.1,2414.0,English
2513,Tootsie,12/16/1982,21000000.0,177200000.0,116.0,6.9,421.0,English
2514,Top Gun,5/16/1986,15000000.0,356830601.0,110.0,6.7,1698.0,English
2515,"Crouching Tiger, Hidden Dragon",10/1/2000,17000000.0,213525736.0,120.0,7.2,927.0,Chinese
2516,American Beauty,9/15/1999,15000000.0,356296601.0,122.0,7.9,3313.0,English
2517,The King's Speech,9/6/2010,15000000.0,414211549.0,118.0,7.6,2752.0,English
2518,Twins,12/9/1988,15000000.0,216614388.0,107.0,5.7,559.0,English
2519,The Yellow Handkerchief,12/17/2008,15000000.0,317000.0,102.0,6.4,52.0,English
2520,The Color Purple,12/18/1985,15000000.0,146292009.0,154.0,7.7,338.0,English
